"message","link","permalink_url","created_time","type","id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","likes.data","likes.summary.total_count","likes.summary.can_like","likes.summary.has_liked","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction"
"Supporting a hero. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789111443445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:41+0000","photo","15087023444_10150789111443445","[]","chronological","7","true","[]","116","true","false","[]","116","NONE"
"Fight the pain. Focusing on the goal. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789111683445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:41+0000","photo","15087023444_10150789111683445","[]","chronological","19","true","[]","351","true","false","[]","351","NONE"
"Racing the horizon. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789111903445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:41+0000","photo","15087023444_10150789111903445","[]","chronological","12","true","[]","496","true","false","[]","496","NONE"
"Halfway there. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789125748445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:41+0000","photo","15087023444_10150789125748445","[]","chronological","12","true","[]","311","true","false","[]","311","NONE"
"Putting one foot in front of the other. From coast to coast. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110993445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789110993445","[]","chronological","10","true","[]","466","true","false","[]","466","NONE"
"Breaking down limits. Raising awareness. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110778445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789110778445","[]","chronological","8","true","[]","274","true","false","[]","274","NONE"
"Racing nobody but yourself. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789111158445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789111158445","[]","chronological","5","true","[]","367","true","false","[]","367","NONE"
"Rest. Rejuvenate. Repeat. Never stopping. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110598445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789110598445","[]","chronological","9","true","[]","269","true","false","[]","269","NONE"
"Today, he's halfway home.
May seem crazy to some.
But it means the world to Jason Lester.

It means a better world.
http://nikebetterworld.com/journey/","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110448445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789110448445","[]","chronological","10","true","[]","271","true","false","[]","271","NONE"
"Wearing your game face. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110368445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:40+0000","photo","15087023444_10150789110368445","[]","chronological","9","true","[]","145","true","false","[]","145","NONE"
"Running  to prove a better world starts with sport. #counts","https://www.facebook.com/nike/photos/a.10150789110063445.412370.15087023444/10150789110218445/?type=3","https://www.facebook.com/15087023444/posts/10150789154823445/","2012-05-07T21:20:39+0000","photo","15087023444_10150789154823445","[]","chronological","3","true","[]","171","true","false","[]","171","NONE"
"Lightweight performance. Meticulous construction.

In the spirit of raising the bar, the Nike Basketball design team created a series of elite footwear that is the most technically advanced the brand has created, while celebrating the pride and passion of the playoffs.

Presenting the 2012 Elite Series - the LEBRON 9 PS, Nike Kobe VII and Nike Zoom Hyperdunk.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714469708445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:08+0000","photo","15087023444_10150714469708445","[]","chronological","125","true","[]","1695","true","false","[]","1695","NONE"
"Last but not least, the series comes with a special sock liner built for internal traction. This combines 3D anatomical fit with non-slip print to reduce the internal movement.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714451858445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:07+0000","photo","15087023444_10150714451858445","[]","chronological","36","true","[]","812","true","false","[]","812","NONE"
"Lightweight construction accommodates the ultra-high tensile strength Flywire made with Kevlar® aramid.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714447318445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:07+0000","photo","15087023444_10150714447318445","[]","chronological","23","true","[]","549","true","false","[]","550","NONE"
"The LEBRON 9 PS \"Home.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714443803445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:06+0000","photo","15087023444_10150714443803445","[]","chronological","15","true","[]","406","true","false","[]","406","NONE"
"The LEBRON 9 PS.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714444378445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:06+0000","photo","15087023444_10150714444378445","[]","chronological","24","true","[]","479","true","false","[]","479","NONE"
"The LEBRON 9 PS.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714443158445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:05+0000","photo","15087023444_10150714443158445","[]","chronological","51","true","[]","918","true","false","[]","919","NONE"
"Made of molded and articulated foam, the collar is extra flexible, allowing it to adapt to the anatomy of the foot and create a superior fit.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714440723445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:04+0000","photo","15087023444_10150714440723445","[]","chronological","29","true","[]","567","true","false","[]","567","NONE"
"The LEBRON 9 PS \"Away.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714442768445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:04+0000","photo","15087023444_10150714442768445","[]","chronological","11","true","[]","351","true","false","[]","352","NONE"
"The Nike Kobe VII \"Home.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714430633445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:03+0000","photo","15087023444_10150714430633445","[]","chronological","25","true","[]","570","true","false","[]","571","NONE"
"The Nike Pro Combat inspired padded collar protection gives the series a unique aesthetic and premium support for impact and pressure.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714434948445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:03+0000","photo","15087023444_10150714434948445","[]","chronological","26","true","[]","593","true","false","[]","594","NONE"
"The Nike Kobe VII \"Away.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714430268445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:02+0000","photo","15087023444_10150714430268445","[]","chronological","29","true","[]","558","true","false","[]","563","NONE"
"Mid-foot shanks and heel counters on all three styles of the shoe feature carbon fiber, a premium, ultra-thin technical material that makes them lighter and more responsive.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714429118445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:01+0000","photo","15087023444_10150714429118445","[]","chronological","24","true","[]","675","true","false","[]","676","NONE"
"As the playoffs evolve, Nike will replace the team-colored Swoosh with a gold one for the Finals.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714429898445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:01+0000","photo","15087023444_10150714429898445","[]","chronological","74","true","[]","667","true","false","[]","668","NONE"
"Using direct insights from players themselves, the footwear was designed at the lightest, most optimized weight. 

Stability and protection are delivered through the most premium, technically advanced materials.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714424598445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:00+0000","photo","15087023444_10150714424598445","[]","chronological","60","true","[]","653","true","false","[]","653","NONE"
"Each style of the Nike Basketball Elite Series worn on court will initially display a Swoosh design in team colors.","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714426163445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:47:00+0000","photo","15087023444_10150714426163445","[]","chronological","29","true","[]","522","true","false","[]","523","NONE"
"The Nike Zoom Hyperdunk \"Home.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714424523445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:46:59+0000","photo","15087023444_10150714424523445","[]","chronological","73","true","[]","1073","true","false","[]","1073","NONE"
"The Nike Zoom Hyperdunk \"Away.\"","https://www.facebook.com/nike/photos/a.10150714424268445.409476.15087023444/10150714424368445/?type=3","https://www.facebook.com/15087023444/posts/10150714498798445/","2012-04-27T22:46:58+0000","photo","15087023444_10150714498798445","[]","chronological","83","true","[]","1168","true","false","[]","1168","NONE"
"Every moment for movement. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694661838445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:27+0000","photo","15087023444_10150694661838445","[]","chronological","28","true","[]","286","true","false","[]","286","NONE"
"Back in action. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694640098445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:27+0000","photo","15087023444_10150694640098445","[]","chronological","6","true","[]","161","true","false","[]","161","NONE"
"Calling all the shots. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694643503445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:27+0000","photo","15087023444_10150694643503445","[]","chronological","9","true","[]","66","true","false","[]","66","NONE"
"Landing a nollie. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694639973445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:27+0000","photo","15087023444_10150694639973445","[]","chronological","29","true","[]","541","true","false","[]","541","NONE"
"Four walls, no mercy. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694640033445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:27+0000","photo","15087023444_10150694640033445","[]","chronological","23","true","[]","258","true","false","[]","258","NONE"
"Going pound for pound. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694639663445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:26+0000","photo","15087023444_10150694672328445","[]","chronological","6","true","[]","143","true","false","[]","143","NONE"
"Holding it down. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694639763445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:26+0000","photo","15087023444_10150694639763445","[]","chronological","49","true","[]","996","true","false","[]","997","NONE"
"Smith grinding. #counts","https://www.facebook.com/nike/photos/a.10150694639583445.407001.15087023444/10150694639713445/?type=3","https://www.facebook.com/15087023444/posts/10150694672328445/","2012-04-19T15:52:26+0000","photo","15087023444_10150694639713445","[]","chronological","8","true","[]","196","true","false","[]","196","NONE"
"Heat-transfer printed crests reduce weight. The aerodynamic fit enhances movement. Laser-cut ventilation promotes cooling. Dri-FIT fabric wicks moisture. The 2012/13 Nike Football national team jersey keeps you fast and efficient on the pitch.  

Feel nothing but victory.

Available 4.26.12","https://www.facebook.com/nike/photos/a.10150681142938445.406241.15087023444/10150681179708445/?type=3","https://www.facebook.com/15087023444/posts/10150681272998445/","2012-04-16T20:24:20+0000","photo","15087023444_10150681272998445","[]","chronological","125","true","[]","5659","true","false","[]","5661","NONE"
"Proudly ambitious with glory in their genes, Portugal are destined to rise once more. 

The new kit draws on a rich history, with the armillary sphere inside the collar as a powerful reminder of past sacrifices.","https://www.facebook.com/nike/photos/a.10150681142938445.406241.15087023444/10150681185013445/?type=3","https://www.facebook.com/15087023444/posts/10150681272998445/","2012-04-16T20:24:24+0000","photo","15087023444_10150681185013445","[]","chronological","74","true","[]","1609","true","false","[]","1612","NONE"
"Featuring a lightweight heat-transfer printed crest and aerodynamic fit, the Nike Football 2012/13 national team jersey is designed to keep you fast and efficient on the pitch.","https://www.facebook.com/nike/photos/a.10150681142938445.406241.15087023444/10150681179708445/?type=3","https://www.facebook.com/15087023444/posts/10150681272998445/","2012-04-16T20:24:24+0000","photo","15087023444_10150681179708445","[]","chronological","343","true","[]","2455","true","false","[]","2458","NONE"
"Poppin’ wheelies with Nigel Sylvester. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668970383445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:54+0000","photo","15087023444_10150668970383445","[]","chronological","84","true","[]","1064","true","false","[]","1065","NONE"
"Taking it to the hole. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969548445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:54+0000","photo","15087023444_10150668969548445","[]","chronological","6","true","[]","113","true","false","[]","113","NONE"
"Playing ball isn’t the only way to show off your hops at Masaryk.","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969633445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:54+0000","photo","15087023444_10150668969633445","[]","chronological","10","true","[]","347","true","false","[]","347","NONE"
"Catching air. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969273445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:53+0000","photo","15087023444_10150668969273445","[]","chronological","9","true","[]","257","true","false","[]","257","NONE"
"Shredding with your crew. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969378445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:53+0000","photo","15087023444_10150668969378445","[]","chronological","35","true","[]","685","true","false","[]","685","NONE"
"Bunnyhop-tailwhipping beneath the bridge. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969463445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:53+0000","photo","15087023444_10150668969463445","[]","chronological","14","true","[]","569","true","false","[]","569","NONE"
"Riding with traffic. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668968763445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:52+0000","photo","15087023444_10150668968763445","[]","chronological","13","true","[]","299","true","false","[]","299","NONE"
"Bunny-hopping above the law. #counts","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668968558445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:52+0000","photo","15087023444_10150669014128445","[]","chronological","63","true","[]","1149","true","false","[]","1149","NONE"
"Albert Ocampo’s Nike+ FuelBand earned him access to a day with Nigel Sylvester. 

Before hitting the streets they sat down for a chat and a bite to eat at Café Habana in SoHo.","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668968958445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:52+0000","photo","15087023444_10150668968958445","[]","chronological","6","true","[]","74","true","false","[]","74","NONE"
"Albert and Nigel get ready to ride.","https://www.facebook.com/nike/photos/a.10150668968388445.404532.15087023444/10150668969118445/?type=3","https://www.facebook.com/15087023444/posts/10150669014128445/","2012-04-10T23:34:52+0000","photo","15087023444_10150668969118445","[]","chronological","21","true","[]","255","true","false","[]","255","NONE"
"The Nike Free Haven 3.0: Train for agility, strength, and speed in every direction.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648938445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:13+0000","photo","15087023444_10150660648938445","[]","chronological","241","true","[]","4338","true","false","[]","4341","NONE"
"Whether you're training on field turf, the track, concrete, or hardwood, DiamondFLX traction provides a flexible, multidirectional grip.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648768445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:12+0000","photo","15087023444_10150660648768445","[]","chronological","21","true","[]","528","true","false","[]","528","NONE"
"Deep cuts in the outsole mean your feet flex and move the way they would if you were barefoot.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648663445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:12+0000","photo","15087023444_10150660648663445","[]","chronological","32","true","[]","714","true","false","[]","714","NONE"
"Combining a barefoot-like feel and supportive fit, the Nike Free Haven Men's Training Shoe delivers flexibility and traction for precise control at lightning speed.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648518445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:11+0000","photo","15087023444_10150660648518445","[]","chronological","125","true","[]","1993","true","false","[]","1994","NONE"
"A seamless upper and outer layer features strategically placed perforations for flexibility and support.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648443445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:10+0000","photo","15087023444_10150660648443445","[]","chronological","14","true","[]","323","true","false","[]","323","NONE"
"With a dual-pull lacing system  for lockdown, the Nike Free Haven Men's Training Shoe offers a truly personalized fit.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648193445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:10+0000","photo","15087023444_10150660648193445","[]","chronological","91","true","[]","1469","true","false","[]","1470","NONE"
"Underneath, a lightweight–yet tough–full mesh inner sleeve hugs the foot, while still allowing for easy on and off.","https://www.facebook.com/nike/photos/a.10150660647893445.403158.15087023444/10150660648018445/?type=3","https://www.facebook.com/15087023444/posts/10150660657048445/","2012-04-06T21:13:09+0000","photo","15087023444_10150660657048445","[]","chronological","22","true","[]","494","true","false","[]","494","NONE"
"Train Super Natural: The Nike Free Advantage heel is designed for supreme flexibility and stability while changing directions.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658770078445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:12:50+0000","photo","15087023444_10150658770078445","[]","chronological","52","true","[]","1024","true","false","[]","1025","NONE"
"Feel Solid: Training-specific support zones in the Nike Free Advantage offer you ultimate stability.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756978445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:51+0000","photo","15087023444_10150658756978445","[]","chronological","54","true","[]","733","true","false","[]","734","NONE"
"Make Your Move: The Nike Free Advantage have deep outsole flex grooves for natural range of motion and flexibility.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756883445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:51+0000","photo","15087023444_10150658756883445","[]","chronological","27","true","[]","386","true","false","[]","386","NONE"
"Get Your Game Face On: The Nike Free Advantage outsole lets your foot move naturally while providing the support and traction needed for quick movements and intense training.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756938445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:51+0000","photo","15087023444_10150658756938445","[]","chronological","14","true","[]","256","true","false","[]","256","NONE"
"Feel Amazing: The Nike Free Advantage has a laser perforated nano-ply upper for a streamlined adaptive skin-like fit.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756813445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:50+0000","photo","15087023444_10150658756813445","[]","chronological","3","true","[]","45","true","false","[]","45","NONE"
"Ready for Anything: The midsole and outsole in the Nike Free Advantage feature an ultra-lightweight, resilient ride.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756773445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:50+0000","photo","15087023444_10150658756773445","[]","chronological","7","true","[]","57","true","false","[]","57","NONE"
"Be Secure: The Nike Free Advantage has reflective details so you can be seen in low-light conditions.","https://www.facebook.com/nike/photos/a.10150658756673445.402894.15087023444/10150658756708445/?type=3","https://www.facebook.com/15087023444/posts/10150658767898445/","2012-04-05T22:10:50+0000","photo","15087023444_10150658767898445","[]","chronological","12","true","[]","122","true","false","[]","122","NONE"
"Flexible. Lightweight. Seamless. Nike Free Run+.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657025073445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:18+0000","photo","15087023444_10150657025073445","[]","chronological","119","true","[]","1606","true","false","[]","1606","NONE"
"The Nike Free Run+ has a Dynamic Fit system, a seamless upper, and is incredibly lightweight.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657025033445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:18+0000","photo","15087023444_10150657025033445","[]","chronological","79","true","[]","972","true","false","[]","975","NONE"
"Go where you like. The Nike Free Run+ moves with you.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024978445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:17+0000","photo","15087023444_10150657024978445","[]","chronological","33","true","[]","526","true","false","[]","526","NONE"
"Nike Free Run+. Dynamic Fit. Barefoot flexibility.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024943445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:16+0000","photo","15087023444_10150657024943445","[]","chronological","90","true","[]","1057","true","false","[]","1059","NONE"
"Dynamic Fit meets super natural flexibility. Nike Free Run+.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024898445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:16+0000","photo","15087023444_10150657024898445","[]","chronological","14","true","[]","303","true","false","[]","303","NONE"
"Super light. Super flexible. Super natural. Nike Free 4.0.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024868445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:15+0000","photo","15087023444_10150657024868445","[]","chronological","11","true","[]","319","true","false","[]","319","NONE"
"Deep flex grooves give all Nike Free models incredible flexibility.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024833445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:14+0000","photo","15087023444_10150657024833445","[]","chronological","48","true","[]","487","true","false","[]","487","NONE"
"Seamless upper lets the Nike Free 3.0 move with each stride.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024813445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:14+0000","photo","15087023444_10150657024813445","[]","chronological","14","true","[]","311","true","false","[]","311","NONE"
"Nike Free 3.0 is flexible all over for a sock-like fit that feels like it was made for your foot.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024783445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:13+0000","photo","15087023444_10150657024783445","[]","chronological","24","true","[]","360","true","false","[]","360","NONE"
"Look closely. New flex grooves give the Nike Free Run+ added movement near your arch.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024763445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:12+0000","photo","15087023444_10150657024763445","[]","chronological","59","true","[]","866","true","false","[]","866","NONE"
"The Nike Free 4.0 takes the middle ground on the spectrum of barefoot feel and structure.","https://www.facebook.com/nike/photos/a.10150657024683445.402666.15087023444/10150657024738445/?type=3","https://www.facebook.com/15087023444/posts/10150657035998445/","2012-04-05T01:50:12+0000","photo","15087023444_10150657035998445","[]","chronological","87","true","[]","932","true","false","[]","932","NONE"
"The wait is over. See the gameday innovations Nike Football is bringing to the NFL in 2012. Fast is Faster. 

See your team's Elite 51 Uniform here: http://gonike.me/6030rKyp","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150653552418445/?type=3","https://www.facebook.com/15087023444/posts/10150652537913445/","2012-04-03T16:39:15+0000","photo","15087023444_10150653552418445","[]","chronological","146","true","[]","2470","true","false","[]","2471","NONE"
"1948. 1949. 1951. 1958. 1978. 1996. 1998. 2012. #Gr8ness

Get your Wildcats gear here: http://bit.ly/HQ4779","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150652537798445/?type=3","https://www.facebook.com/15087023444/posts/10150652537913445/","2012-04-03T04:21:14+0000","photo","15087023444_10150652537913445","[]","chronological","97","true","[]","3740","true","false","[]","3740","NONE"
"The revolutionary glass chassis with double layer composite provides stability on the mid-foot and explosive acceleration on the forefoot.

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625698283445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:28+0000","photo","15087023444_10150625698283445","[]","chronological","18","true","[]","663","true","false","[]","663","NONE"
"In a game where speed makes the difference, explosive speed rules.

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625700403445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:28+0000","photo","15087023444_10150625700403445","[]","chronological","102","true","[]","1162","true","false","[]","1162","NONE"
"The Teijin Microfiber upper has a suede-like finish, increasing ball control and touch.

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625698618445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:28+0000","photo","15087023444_10150625698618445","[]","chronological","92","true","[]","1327","true","false","[]","1328","NONE"
"Small dimples alleviate stud pressure at the mid-foot, providing energy return in the heat of a game.

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625698108445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:27+0000","photo","15087023444_10150625698108445","[]","chronological","52","true","[]","801","true","false","[]","802","NONE"
"The Mercurial Vapor 8 also features a unique plate, incorporating two different pieces of glass fiber that increase flexibility and responsiveness. 

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625698188445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:27+0000","photo","15087023444_10150625698188445","[]","chronological","37","true","[]","883","true","false","[]","883","NONE"
"In a game where speed makes the difference, explosive speed rules.

Find out more: http://go.nike.com/Vapor8","https://www.facebook.com/nike/photos/a.10150625697683445.398109.15087023444/10150625697738445/?type=3","https://www.facebook.com/15087023444/posts/10150625717118445/","2012-03-20T14:34:27+0000","photo","15087023444_10150625717118445","[]","chronological","88","true","[]","1267","true","false","[]","1267","NONE"
